access,gateway,1.6666666666666665
account,explanation,5.0
account,invoice,5.0
account,statement,2.5
acoustic,remedy,2.5
acrylic,cloth,2.5
action,adjustment,1.6666666666666665
action,entrance,1.6666666666666665
activity,event,1.6666666666666665
activity,music,2.5
activity,skiing,1.25
addition,segment,1.25
adhesive,glue,1.6666666666666665
adult,dentist,1.0
adult,doctor,1.0
afternoon,substance,1.25
age,childhood,1.6666666666666665
agency,army,2.5
agency,office,5.0
agency,police,1.6666666666666665
agent,spy,1.6666666666666665
agreement,contract,1.6666666666666665
aim,purpose,5.0
aircraft,balloon,1.6666666666666665
aircraft,yacht,1.25
alarm,horn,2.5
alarm,press,1.25
algorithm,search,1.0
alien,stranger,5.0
alloy,metal,5.0
alphabet,script,2.5
aluminum,oxygen,1.25
amount,distance,1.6666666666666665
amount,number,5.0
amount,season,1.6666666666666665
amusement,athletics,1.6666666666666665
amusement,play,1.6666666666666665
amusement,procedure,1.25
anatomy,creation,1.25
animal,flora,1.6666666666666665
animal,worm,1.6666666666666665
ankle,joint,1.25
anniversary,birthday,2.5
answer,plea,2.5
apparel,dress,5.0
appearance,shadow,1.6666666666666665
apple,bank,0.4545454545454546
apple,orange,1.25
apple,pod,1.25
appliance,dryer,2.5
appliance,refrigerator,1.25
approach,swing,2.5
approval,encouragement,2.5
approving,interaction,0.7142857142857142
arc,rainbow,2.5
architecture,engineering,1.6666666666666665
area,patio,2.5
area,region,5.0
argument,evidence,2.5
argument,indication,1.6666666666666665
arm,arrow,1.6666666666666665
arm,missile,2.5
armor,mail,1.6666666666666665
army,legion,2.5
aroma,fragrance,5.0
aroma,smell,5.0
arrangement,blizzard,1.25
arrangement,room,1.6666666666666665
article,girl,0.625
artillery,gun,5.0
aspen,maple,1.25
ass,donkey,2.5
assembly,crowd,1.6666666666666665
assets,capital,2.5
assets,credit,2.5
assets,income,1.0
association,organization,2.5
athlete,participant,1.6666666666666665
athletics,racing,2.5
athletics,swimming,1.6666666666666665
attitude,notice,0.8333333333333333
attitude,study,1.0
attorney,lawyer,5.0
attraction,pressure,1.25
attraction,quality,2.5
attribute,condition,1.6666666666666665
average,time,1.0
baby,computer,1.25
bail,bond,5.0
bait,instrument,1.6666666666666665
bait,pump,1.0
bakery,work,2.5
bakery,workplace,2.5
balance,gauge,1.25
ball,egg,5.0
ball,nut,5.0
ball,poker,0.7142857142857142
